publication_vintage_date,reference_date,observation_period_id,jurisdiction_id,indigenous_status_id,rate_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_observation_period,raw_jurisdiction,raw_indigenous_status,raw_rate_basis
2022-06-30,2022-06-30,2008_09_f695681e,QLD_cfd8a309,NON_INDIGENOUS_2f231fea,CRUDE_RATE_6a584428,published-value,published-unit,1891.1,observed,1891.1,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R8C6,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2008–09,Qld(e),Non-Indigenous,Crude rate
2022-06-30,2022-06-30,2008_09_f695681e,QLD_cfd8a309,RATIO_393f0dca,AGE_STANDARDISED_RATE_81289a4f,published-value,published-unit,4.5,observed,4.5,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R23C7,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2008–09,Qld(e),Ratio(g),Age standardised rate(h)
2022-06-30,2022-06-30,2008_09_f695681e,QLD_cfd8a309,RATIO_393f0dca,CRUDE_RATE_6a584428,published-value,published-unit,5.6,observed,5.6,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R8C7,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2008–09,Qld(e),Ratio(g),Crude rate
2022-06-30,2022-06-30,2008_09_f695681e,SA_360bf3a8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,AGE_STANDARDISED_RATE_81289a4f,published-value,published-unit,10728.6,observed,10728.6,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R23C8,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2008–09,SA(f),Aboriginal and Torres Strait Islander,Age standardised rate(h)
2022-06-30,2022-06-30,2008_09_f695681e,SA_360bf3a8,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,CRUDE_RATE_6a584428,published-value,published-unit,12932.6,observed,12932.6,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R8C8,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2008–09,SA(f),Aboriginal and Torres Strait Islander,Crude rate
2022-06-30,2022-06-30,2008_09_f695681e,SA_360bf3a8,NON_INDIGENOUS_2f231fea,AGE_STANDARDISED_RATE_81289a4f,published-value,published-unit,1546.1,observed,1546.1,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R23C9,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2008–09,SA(f),Non-Indigenous,Age standardised rate(h)
2022-06-30,2022-06-30,2008_09_f695681e,SA_360bf3a8,NON_INDIGENOUS_2f231fea,CRUDE_RATE_6a584428,published-value,published-unit,1427,observed,1427,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R8C9,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2008–09,SA(f),Non-Indigenous,Crude rate
2022-06-30,2022-06-30,2008_09_f695681e,SA_360bf3a8,RATIO_393f0dca,AGE_STANDARDISED_RATE_81289a4f,published-value,published-unit,6.9,observed,6.9,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R23C10,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2008–09,SA(f),Ratio(g),Age standardised rate(h)
2022-06-30,2022-06-30,2008_09_f695681e,SA_360bf3a8,RATIO_393f0dca,CRUDE_RATE_6a584428,published-value,published-unit,9.1,observed,9.1,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R8C10,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2008–09,SA(f),Ratio(g),Crude rate
2022-06-30,2022-06-30,2009_10_d4eb8e50,ACT_ee71241e,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,AGE_STANDARDISED_RATE_81289a4f,published-value,published-unit,,suppressed,np,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R24C14,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,ACT,Aboriginal and Torres Strait Islander,Age standardised rate(h)
2022-06-30,2022-06-30,2009_10_d4eb8e50,ACT_ee71241e,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,CRUDE_RATE_6a584428,published-value,published-unit,,suppressed,np,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R9C14,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,ACT,Aboriginal and Torres Strait Islander,Crude rate
2022-06-30,2022-06-30,2009_10_d4eb8e50,ACT_ee71241e,NON_INDIGENOUS_2f231fea,AGE_STANDARDISED_RATE_81289a4f,published-value,published-unit,,suppressed,np,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R24C15,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,ACT,Non-Indigenous,Age standardised rate(h)
2022-06-30,2022-06-30,2009_10_d4eb8e50,ACT_ee71241e,NON_INDIGENOUS_2f231fea,CRUDE_RATE_6a584428,published-value,published-unit,,suppressed,np,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R9C15,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,ACT,Non-Indigenous,Crude rate
2022-06-30,2022-06-30,2009_10_d4eb8e50,ACT_ee71241e,RATIO_393f0dca,AGE_STANDARDISED_RATE_81289a4f,published-value,published-unit,,suppressed,np,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R24C16,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,ACT,Ratio(g),Age standardised rate(h)
2022-06-30,2022-06-30,2009_10_d4eb8e50,ACT_ee71241e,RATIO_393f0dca,CRUDE_RATE_6a584428,published-value,published-unit,,suppressed,np,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R9C16,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,ACT,Ratio(g),Crude rate
2022-06-30,2022-06-30,2009_10_d4eb8e50,NSW_647faf01,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,AGE_STANDARDISED_RATE_81289a4f,published-value,published-unit,5069,observed,5069,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R24C2,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,NSW(d),Aboriginal and Torres Strait Islander,Age standardised rate(h)
2022-06-30,2022-06-30,2009_10_d4eb8e50,NSW_647faf01,ABORIGINAL_AND_TORRES_STRAIT_ISLANDER_99ff1289,CRUDE_RATE_6a584428,published-value,published-unit,6218.7,observed,6218.7,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R9C2,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,NSW(d),Aboriginal and Torres Strait Islander,Crude rate
2022-06-30,2022-06-30,2009_10_d4eb8e50,NSW_647faf01,NON_INDIGENOUS_2f231fea,AGE_STANDARDISED_RATE_81289a4f,published-value,published-unit,1161.1,observed,1161.1,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R24C3,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,NSW(d),Non-Indigenous,Age standardised rate(h)
2022-06-30,2022-06-30,2009_10_d4eb8e50,NSW_647faf01,NON_INDIGENOUS_2f231fea,CRUDE_RATE_6a584428,published-value,published-unit,1104.4,observed,1104.4,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R9C3,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,NSW(d),Non-Indigenous,Crude rate
2022-06-30,2022-06-30,2009_10_d4eb8e50,NSW_647faf01,RATIO_393f0dca,AGE_STANDARDISED_RATE_81289a4f,published-value,published-unit,4.4,observed,4.4,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R24C4,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,NSW(d),Ratio(g),Age standardised rate(h)
2022-06-30,2022-06-30,2009_10_d4eb8e50,NSW_647faf01,RATIO_393f0dca,CRUDE_RATE_6a584428,published-value,published-unit,5.6,observed,5.6,sha256:5dbd0ac29918698496cae3946ba62b1a4a9b5048501806013b5aabbc0a127f0d,Table 24,R9C4,sha256:7212b1a0eae95c67cd2df73149d116d5f224b91188cc80ffd2cbecfd66541b6c,RecipeV01,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,sha256:36f048c7138f3818e1f642f7c99aa500d37e84454859aa79d567b47bffb0ff8a,recorded-crime-offenders,sha256:5ca2a369a3f7b7b958ad4d64f331b1487702c0e9e6e57d91bccfa15b0fcf0d0b,tidy.table-family-acceptance/v2,sha256:475d3b7634429fc5e44fb3ae38a99a292213d4b74e453dd3afe938dc34ddead6,sha256:61019080822f20f2809bb0dc38165d87c1413a52703e19cef4028fcac11b465a,sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:56fee8303fa4b7a7f58824db1487c4a227c6ba28aa3c6dce135203aaf3ba5904,2009–10,NSW(d),Ratio(g),Crude rate
