publication_vintage_date,reference_date,characteristic_category_id,sex_id,sentence_statistic_id,observation_period_id,court_level_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_characteristic_category,raw_sex,raw_sentence_statistic,raw_observation_period,raw_court_level
2025-06-30,2024-06-30,CHAR_10_19_YEARS,PERSONS,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,217,observed,217,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R71C3,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,10–19 years,Persons(c),Intensive penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,PERSONS,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,1750,observed,1750,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R71C6,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,10–19 years,Persons(c),Moderate penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,PERSONS,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,1786,observed,1786,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R71C9,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,10–19 years,Persons(c),Nominal and other penalties,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_10_19_YEARS,PERSONS,SENTENCE_TOTAL,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,18428,observed,18428,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R71C10,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,10–19 years,Persons(c),Total(a),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,FEMALES,SENTENCE_COMMUNITY_SERVICE_WORK,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,328,observed,328,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R60C5,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Females,Community service / work,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,FEMALES,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,495,observed,495,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R60C2,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Females,Custody in a correctional institution,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,FEMALES,SENTENCE_FINES,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,7429,observed,7429,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R60C7,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Females,Fines,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,FEMALES,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,225,observed,225,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R60C4,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Females,Fully suspended sentence of imprisonment,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,FEMALES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,2139,observed,2139,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R60C8,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Females,Good behaviour (incl. bonds),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,FEMALES,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,187,observed,187,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R60C3,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Females,Intensive penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,FEMALES,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,1322,observed,1322,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R60C6,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Females,Moderate penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,FEMALES,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,1394,observed,1394,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R60C9,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Females,Nominal and other penalties,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,FEMALES,SENTENCE_TOTAL,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,13682,observed,13682,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R60C10,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Females,Total(a),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,MALES,SENTENCE_COMMUNITY_SERVICE_WORK,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,1341,observed,1341,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R48C5,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Males,Community service / work,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,MALES,SENTENCE_CUSTODY_IN_A_CORRECTIONAL_INSTITUTION,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,3246,observed,3246,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R48C2,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Males,Custody in a correctional institution,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,MALES,SENTENCE_FINES,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,23322,observed,23322,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R48C7,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Males,Fines,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,MALES,SENTENCE_FULLY_SUSPENDED_SENTENCE_OF_IMPRISONMENT,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,878,observed,878,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R48C4,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Males,Fully suspended sentence of imprisonment,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,MALES,SENTENCE_GOOD_BEHAVIOUR_INCL_BONDS,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,5288,observed,5288,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R48C8,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Males,Good behaviour (incl. bonds),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,MALES,SENTENCE_INTENSIVE_PENALTY_IN_THE_COMMUNITY,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,801,observed,801,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R48C3,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Males,Intensive penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,MALES,SENTENCE_MODERATE_PENALTY_IN_THE_COMMUNITY,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,3298,observed,3298,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R48C6,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Males,Moderate penalty in the community,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,MALES,SENTENCE_NOMINAL_AND_OTHER_PENALTIES,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,3476,observed,3476,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R48C9,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Males,Nominal and other penalties,2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
2025-06-30,2024-06-30,CHAR_20_24_YEARS,MALES,SENTENCE_TOTAL,2024-06-30,MAGISTRATES_COURTS,defendant-count,person,41961,observed,41961,sha256:c92ee92a71b022987498ddeeb299ee7063f9cb623e340d8844e9b69a0fadd80f,Table 12,R48C10,sha256:9700f056401a51859a5a4b4ecc976cb21dd2d344ca0fad4238e5111c6466cf45,criminal-courts-australia,sha256:00766b277c8b9f9a2e738611dfca57f9cc3a962f9e4d7957895db3107b6ed3ec,tidy.table-family-acceptance/v1,sha256:be4b40a16de7e38288066861eb04addc7ae420b902ecd246fdc2bd28908c1dfc,sha256:ec05b9ba5caae990ec62c0fc413c74b901617b3217f255b2f1fbee6b4db89558,sha256:fdfcf735b92670f63e8d89f49d41aebd5353b93e954eec3a67ac5e874b0851e3,human-authored/deterministic-map-v1,replay:sha256:c6dc5fac66d539d61174a319f55bedee996f135c3eca03357066f3e6757de893,20–24 years,Males,Total(a),2023–24,"This table contains defendants with a guilty outcome, sex and age by principal sentence – Magistrates' Courts, 2023–24 to 2024–25. It ranges from cell A1 to J89."
