publication_vintage_date,reference_date,principal_offence_id,aggregate_sentence_length_id,court_level_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_aggregate_sentence_length,raw_court_level,raw_jurisdiction
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_10_YEARS_AND_OVER,HIGHER_COURTS,QLD,defendant-count,person,19,observed,19,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R68C8,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,10 years & over,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Queensland
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_10_YEARS_AND_OVER,HIGHER_COURTS,SA,defendant-count,person,7,observed,7,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R84C8,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,10 years & over,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",South Australia
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_10_YEARS_AND_OVER,HIGHER_COURTS,TAS,defendant-count,person,3,observed,3,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R116C8,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,10 years & over,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Tasmania
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_10_YEARS_AND_OVER,HIGHER_COURTS,VIC,defendant-count,person,12,observed,12,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R52C8,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,10 years & over,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Victoria
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_10_YEARS_AND_OVER,HIGHER_COURTS,WA,defendant-count,person,24,observed,24,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R100C8,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,10 years & over,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Western Australia
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_1_TO_UNDER_2_YEARS,HIGHER_COURTS,ACT,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R148C3,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,1 to under 2 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australian Capital Territory
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_1_TO_UNDER_2_YEARS,HIGHER_COURTS,AUS,defendant-count,person,4,observed,4,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R8C3,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,1 to under 2 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australia
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_1_TO_UNDER_2_YEARS,HIGHER_COURTS,NSW,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R36C3,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,1 to under 2 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",New South Wales
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_1_TO_UNDER_2_YEARS,HIGHER_COURTS,NT,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R132C3,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,1 to under 2 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Northern Territory
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_1_TO_UNDER_2_YEARS,HIGHER_COURTS,QLD,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R68C3,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,1 to under 2 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Queensland
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_1_TO_UNDER_2_YEARS,HIGHER_COURTS,SA,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R84C3,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,1 to under 2 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",South Australia
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_1_TO_UNDER_2_YEARS,HIGHER_COURTS,TAS,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R116C3,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,1 to under 2 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Tasmania
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_1_TO_UNDER_2_YEARS,HIGHER_COURTS,VIC,defendant-count,person,4,observed,4,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R52C3,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,1 to under 2 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Victoria
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_1_TO_UNDER_2_YEARS,HIGHER_COURTS,WA,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R100C3,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,1 to under 2 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Western Australia
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_2_TO_UNDER_3_YEARS,HIGHER_COURTS,ACT,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R148C4,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,2 to under 3 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australian Capital Territory
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_2_TO_UNDER_3_YEARS,HIGHER_COURTS,AUS,defendant-count,person,22,observed,22,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R8C4,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,2 to under 3 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Australia
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_2_TO_UNDER_3_YEARS,HIGHER_COURTS,NSW,defendant-count,person,13,observed,13,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R36C4,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,2 to under 3 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",New South Wales
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_2_TO_UNDER_3_YEARS,HIGHER_COURTS,NT,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R132C4,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,2 to under 3 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Northern Territory
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_2_TO_UNDER_3_YEARS,HIGHER_COURTS,QLD,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R68C4,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,2 to under 3 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Queensland
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_2_TO_UNDER_3_YEARS,HIGHER_COURTS,SA,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R84C4,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,2 to under 3 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",South Australia
2022-06-30,2022-06-30,ANZSOC_2011_01_HOMICIDE_AND_RELATED_OFFENCES,LENGTH_2_TO_UNDER_3_YEARS,HIGHER_COURTS,TAS,defendant-count,person,0,observed,0,sha256:3b8fb5b8430126c59802828000ed40e637db8d533edf8caa2c25260f46a978b4,Table 67,R116C4,sha256:22c4fb437bd7269f48ae9a86bf3d0df594b50cd93ef6b2ce93c1aaa8362498e4,criminal-courts-australia,sha256:148f5040f90b07cbb3c03f5f640f7395517f36c6d23beccd44975a9ea1946986,tidy.table-family-acceptance/v1,sha256:87631521c3ced81865493ba6c9e2152a7f753a400d7e52672c6d45a0f664d11c,sha256:3176c205f37206bdfaf3a4ff5c2a223d397c29291d19de8e3947fb42fda339ec,sha256:c81eaaa42f2f9d8d0962bf5d17401a87b34b3570de979bc3dc31b90194339ab8,human-authored/deterministic-map-v1,replay:sha256:55e5dcc7a77c9ac75fd4cc7bb090743539f82a303432df9da094482932683e18,01 Homicide and related offences,2 to under 3 years,"Table 67 Defendants sentenced to custody in a correctional institution – Higher Courts, Selected principal offence by sentence length, States and territories, 2021–22",Tasmania
