publication_vintage_date,reference_date,principal_offence_id,aggregate_sentence_length_id,indigenous_status_id,jurisdiction_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_aggregate_sentence_length,raw_indigenous_status,raw_jurisdiction
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,INDIGENOUS,NT,defendant-count,person,80,observed,80,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R84C4,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Aboriginal & Torres Strait Islander,Northern Territory
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,INDIGENOUS,QLD,defendant-count,person,3,observed,3,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R30C4,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Aboriginal & Torres Strait Islander,Queensland
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,INDIGENOUS,SA,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R48C4,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Aboriginal & Torres Strait Islander,South Australia
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,INDIGENOUS,TAS,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R66C4,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Aboriginal & Torres Strait Islander,Tasmania
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,NON_INDIGENOUS,NSW,defendant-count,person,3,observed,3,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R12C11,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Non-Indigenous,New South Wales
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,NON_INDIGENOUS,NT,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R84C11,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Non-Indigenous,Northern Territory
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,NON_INDIGENOUS,QLD,defendant-count,person,22,observed,22,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R30C11,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Non-Indigenous,Queensland
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,NON_INDIGENOUS,SA,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R48C11,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Non-Indigenous,South Australia
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,NON_INDIGENOUS,TAS,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R66C11,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Non-Indigenous,Tasmania
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,TOTAL,ACT,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R102C18,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Total,Australian Capital Territory
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,TOTAL,NSW,defendant-count,person,3,observed,3,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R12C18,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Total,New South Wales
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,TOTAL,NT,defendant-count,person,81,observed,81,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R84C18,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Total,Northern Territory
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,TOTAL,QLD,defendant-count,person,24,observed,24,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R30C18,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Total,Queensland
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,TOTAL,SA,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R48C18,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Total,South Australia
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_1_TO_UNDER_5_YEARS,TOTAL,TAS,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R66C18,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,1 to under 5 years,Total,Tasmania
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_5_YEARS_AND_OVER,INDIGENOUS,ACT,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R102C5,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,5 years & over,Aboriginal & Torres Strait Islander,Australian Capital Territory
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_5_YEARS_AND_OVER,INDIGENOUS,NSW,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R12C5,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,5 years & over,Aboriginal & Torres Strait Islander,New South Wales
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_5_YEARS_AND_OVER,INDIGENOUS,NT,defendant-count,person,3,observed,3,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R84C5,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,5 years & over,Aboriginal & Torres Strait Islander,Northern Territory
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_5_YEARS_AND_OVER,INDIGENOUS,QLD,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R30C5,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,5 years & over,Aboriginal & Torres Strait Islander,Queensland
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_5_YEARS_AND_OVER,INDIGENOUS,SA,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R48C5,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,5 years & over,Aboriginal & Torres Strait Islander,South Australia
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_5_YEARS_AND_OVER,INDIGENOUS,TAS,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R66C5,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,5 years & over,Aboriginal & Torres Strait Islander,Tasmania
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_5_YEARS_AND_OVER,NON_INDIGENOUS,NSW,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R12C12,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,5 years & over,Non-Indigenous,New South Wales
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_5_YEARS_AND_OVER,NON_INDIGENOUS,NT,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R84C12,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,5 years & over,Non-Indigenous,Northern Territory
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_5_YEARS_AND_OVER,NON_INDIGENOUS,QLD,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R30C12,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,5 years & over,Non-Indigenous,Queensland
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_5_YEARS_AND_OVER,NON_INDIGENOUS,SA,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R48C12,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,5 years & over,Non-Indigenous,South Australia
2023-06-30,2023-06-30,ANZSOC_2011_04_DANGEROUS_NEGLIGENT_ACTS,LENGTH_5_YEARS_AND_OVER,NON_INDIGENOUS,TAS,defendant-count,person,0,observed,0,sha256:c28dc27123429a9599ba601b13190012e3370a93157d82f10f24aabfa1d01381,Table 72,R66C12,sha256:ee5fc7bcbe9a4ba6795a55020894aba188a557ad5bb687ff2e0605892ccd8907,criminal-courts-australia,sha256:273d0aaf9a9a6540c3df289605eb01c9fc965064d9e5c496cc7a874d6a7eeae5,tidy.table-family-acceptance/v1,sha256:239ebd6ca0b173b257a5c2616af628b6b33c98d446031a761ac8480548365f39,sha256:3c5ce870967fe72cbe1c2558b8818807c9c1618d4191f755346114e9c455eab1,sha256:d32be2c76d87497f2e97c1b9ba51c108dc324d2456cf96df6f4dfb3f0352bbe9,human-authored/deterministic-map-v1,replay:sha256:d9526bd70d4e32439cefcb3bee7b79c777f36749e74c9a820d76293faa3659e5,04 Dangerous/negligent acts,5 years & over,Non-Indigenous,Tasmania
