publication_vintage_date,reference_date,jurisdiction_id,observation_period_id,indigenous_status_id,rate_basis_id,measure_id,unit_id,value,value_status,source_workbook_digest,source_sheet,source_cell,recipe_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_jurisdiction,raw_observation_period,raw_indigenous_status,raw_rate_basis
2022-06-30,2015-06-30,WA,2015-06-30,TOTAL,RATE_RATIO,indigenous-to-non-indigenous-rate-ratio,ratio,16.2,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R34C6,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,WA,2015,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS
2022-06-30,2016-06-30,ACT,2016-06-30,INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,1872.3,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R11C9,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,ACT,2016,ABORIGINAL AND TORRES STRAIT ISLANDER,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,2016-06-30,ACT,2016-06-30,NON_INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,105,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R23C9,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,ACT,2016,NON-INDIGENOUS,NON-INDIGENOUS
2022-06-30,2016-06-30,ACT,2016-06-30,TOTAL,RATE_RATIO,indigenous-to-non-indigenous-rate-ratio,ratio,17.8,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R35C9,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,ACT,2016,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS
2022-06-30,2016-06-30,AUS,2016-06-30,INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,1935.5,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R11C10,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Aust.,2016,ABORIGINAL AND TORRES STRAIT ISLANDER,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,2016-06-30,AUS,2016-06-30,NON_INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,162.4,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R23C10,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Aust.,2016,NON-INDIGENOUS,NON-INDIGENOUS
2022-06-30,2016-06-30,AUS,2016-06-30,TOTAL,RATE_RATIO,indigenous-to-non-indigenous-rate-ratio,ratio,11.9,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R35C10,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Aust.,2016,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS
2022-06-30,2016-06-30,NSW,2016-06-30,INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,1751.9,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R11C2,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,NSW,2016,ABORIGINAL AND TORRES STRAIT ISLANDER,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,2016-06-30,NSW,2016-06-30,NON_INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,175.7,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R23C2,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,NSW,2016,NON-INDIGENOUS,NON-INDIGENOUS
2022-06-30,2016-06-30,NSW,2016-06-30,TOTAL,RATE_RATIO,indigenous-to-non-indigenous-rate-ratio,ratio,10,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R35C2,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,NSW,2016,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS
2022-06-30,2016-06-30,NT,2016-06-30,INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,2454.9,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R11C8,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,NT,2016,ABORIGINAL AND TORRES STRAIT ISLANDER,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,2016-06-30,NT,2016-06-30,NON_INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,190,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R23C8,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,NT,2016,NON-INDIGENOUS,NON-INDIGENOUS
2022-06-30,2016-06-30,NT,2016-06-30,TOTAL,RATE_RATIO,indigenous-to-non-indigenous-rate-ratio,ratio,12.9,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R35C8,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,NT,2016,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS
2022-06-30,2016-06-30,QLD,2016-06-30,INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,1597.5,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R11C4,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Qld,2016,ABORIGINAL AND TORRES STRAIT ISLANDER,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,2016-06-30,QLD,2016-06-30,NON_INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,155.6,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R23C4,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Qld,2016,NON-INDIGENOUS,NON-INDIGENOUS
2022-06-30,2016-06-30,QLD,2016-06-30,TOTAL,RATE_RATIO,indigenous-to-non-indigenous-rate-ratio,ratio,10.3,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R35C4,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Qld,2016,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS
2022-06-30,2016-06-30,SA,2016-06-30,INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,2038.4,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R11C5,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,SA,2016,ABORIGINAL AND TORRES STRAIT ISLANDER,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,2016-06-30,SA,2016-06-30,NON_INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,203.9,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R23C5,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,SA,2016,NON-INDIGENOUS,NON-INDIGENOUS
2022-06-30,2016-06-30,SA,2016-06-30,TOTAL,RATE_RATIO,indigenous-to-non-indigenous-rate-ratio,ratio,10,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R35C5,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,SA,2016,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS
2022-06-30,2016-06-30,TAS,2016-06-30,INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,508.9,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R11C7,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Tas.,2016,ABORIGINAL AND TORRES STRAIT ISLANDER,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,2016-06-30,TAS,2016-06-30,NON_INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,150.2,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R23C7,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Tas.,2016,NON-INDIGENOUS,NON-INDIGENOUS
2022-06-30,2016-06-30,TAS,2016-06-30,TOTAL,RATE_RATIO,indigenous-to-non-indigenous-rate-ratio,ratio,3.4,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R35C7,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Tas.,2016,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS
2022-06-30,2016-06-30,VIC,2016-06-30,INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,1481.5,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R11C3,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Vic.,2016,ABORIGINAL AND TORRES STRAIT ISLANDER,ABORIGINAL AND TORRES STRAIT ISLANDER
2022-06-30,2016-06-30,VIC,2016-06-30,NON_INDIGENOUS,AGE_STANDARDISED,age-standardised-imprisonment-rate,persons-per-100000-adult-population,131,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R23C3,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Vic.,2016,NON-INDIGENOUS,NON-INDIGENOUS
2022-06-30,2016-06-30,VIC,2016-06-30,TOTAL,RATE_RATIO,indigenous-to-non-indigenous-rate-ratio,ratio,11.3,observed,sha256:a16a47e574d8da8d851f904f8ee60324cac870a89e76f4ea9114680bdde40a2b,Table_18,R35C3,sha256:e5d62fbf09a51a51ccae64fcffc24823f0ae484acef8b91b840c5e2fdb1664c4,prisoners-in-australia,sha256:3e0d3c737d5cc9755d8d1ce83dae8cace53636c578bcf4e0440a52c62ca27820,tidy.table-family-acceptance/v1,sha256:65108479cddea94a50e6f92f0f9ebf46e0f37a866c430a008fcddafe1ddb258a,sha256:36f241b00a8a92d8244c1ded54a20c8ff8ca4a17570a2d5ab4480dd24db3efe9,sha256:bffb86a2e5e777481720e72e0e7f7758dc00a1f6fd9abc836b3274328d3dc13d,human-authored/deterministic-geometry-v1,replay:sha256:907b5001d618b8dc8e5c9008e6a4df5eae0545361d508654a0551bf449b414f3,Vic.,2016,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS,RATIO OF ABORIGINAL AND TORRES STRAIT ISLANDER TO NON-INDIGENOUS
