publication_vintage_date,reference_date,principal_offence_id,observation_period_id,sex_id,statistic_basis_id,measure_id,unit_id,value,value_status,raw_value,source_workbook_digest,source_sheet,source_cell,recipe_digest,recipe_protocol,replay_map_digest,c3_row_trace_digest,publication_id,execution_digest,acceptance_policy_version,acceptance_policy_digest,acceptance_decision_digest,prompt_package_digest,generation_model,generation_attempt_id,raw_principal_offence,raw_observation_period,raw_sex,raw_statistic_basis
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2011_12_dd65d86c,MALES_66d5f994,OFFENDER_RATE_bf190e83,published-value,published-unit,3.6,observed,3.6,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R8C19,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2011–12,Males,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2011_12_dd65d86c,PERSONS_4d6dccab,NUMBER_a081e07b,published-value,published-unit,9,observed,9,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R42C5,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2011–12,Persons(g),Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2011_12_dd65d86c,PERSONS_4d6dccab,OFFENDER_RATE_bf190e83,published-value,published-unit,2,observed,2,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R42C19,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2011–12,Persons(g),Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2012_13_94552411,FEMALES_29864773,NUMBER_a081e07b,published-value,published-unit,3,observed,3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R25C6,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2012–13,Females,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2012_13_94552411,FEMALES_29864773,OFFENDER_RATE_bf190e83,published-value,published-unit,1.3,observed,1.3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R25C20,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2012–13,Females,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2012_13_94552411,MALES_66d5f994,NUMBER_a081e07b,published-value,published-unit,16,observed,16,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R8C6,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2012–13,Males,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2012_13_94552411,MALES_66d5f994,OFFENDER_RATE_bf190e83,published-value,published-unit,7.2,observed,7.2,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R8C20,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2012–13,Males,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2012_13_94552411,PERSONS_4d6dccab,NUMBER_a081e07b,published-value,published-unit,14,observed,14,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R42C6,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2012–13,Persons(g),Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2012_13_94552411,PERSONS_4d6dccab,OFFENDER_RATE_bf190e83,published-value,published-unit,3.1,observed,3.1,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R42C20,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2012–13,Persons(g),Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2013_14_4115b20a,FEMALES_29864773,NUMBER_a081e07b,published-value,published-unit,3,observed,3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R25C7,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2013–14,Females,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2013_14_4115b20a,FEMALES_29864773,OFFENDER_RATE_bf190e83,published-value,published-unit,1.3,observed,1.3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R25C21,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2013–14,Females,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2013_14_4115b20a,MALES_66d5f994,NUMBER_a081e07b,published-value,published-unit,17,observed,17,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R8C7,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2013–14,Males,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2013_14_4115b20a,MALES_66d5f994,OFFENDER_RATE_bf190e83,published-value,published-unit,7.6,observed,7.6,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R8C21,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2013–14,Males,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2013_14_4115b20a,PERSONS_4d6dccab,NUMBER_a081e07b,published-value,published-unit,17,observed,17,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R42C7,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2013–14,Persons(g),Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2013_14_4115b20a,PERSONS_4d6dccab,OFFENDER_RATE_bf190e83,published-value,published-unit,3.8,observed,3.8,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R42C21,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2013–14,Persons(g),Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2014_15_392dc544,FEMALES_29864773,NUMBER_a081e07b,published-value,published-unit,3,observed,3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R25C8,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2014–15,Females,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2014_15_392dc544,FEMALES_29864773,OFFENDER_RATE_bf190e83,published-value,published-unit,1.3,observed,1.3,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R25C22,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2014–15,Females,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2014_15_392dc544,MALES_66d5f994,NUMBER_a081e07b,published-value,published-unit,10,observed,10,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R8C8,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2014–15,Males,Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2014_15_392dc544,MALES_66d5f994,OFFENDER_RATE_bf190e83,published-value,published-unit,4.5,observed,4.5,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R8C22,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2014–15,Males,Offender rate(a)
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2014_15_392dc544,PERSONS_4d6dccab,NUMBER_a081e07b,published-value,published-unit,11,observed,11,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R42C8,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2014–15,Persons(g),Number
2022-06-30,2022-06-30,01_HOMICIDE_AND_RELATED_OFFENCES_eaa3e291,2014_15_392dc544,PERSONS_4d6dccab,OFFENDER_RATE_bf190e83,published-value,published-unit,2.4,observed,2.4,sha256:c73c68dc7f5b4441b8814152684a2dc817d0bf2489ae65d8d39da99ae805cf66,Table 12,R42C22,sha256:1d34c96c8ded043891e73f54a20db1212611d9be28acec4e3df7e7891855f678,RecipeV01,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,sha256:3a7b7c7e0ae3dc2c8ef1840a17278394701f5eee083476f5deaecc20f86a6561,recorded-crime-offenders,sha256:5025a1cf2e8a4d0dc8a32a5c4a2e43e5441ee0f79e0720fb9fd040d22d14b716,tidy.table-family-acceptance/v2,sha256:14b91a1b1e2b796e8e29e103b184a9908d8ed06565b35e425d1bad3d0bf74a63,sha256:d546196d95eb9ca28d7d7ecdaab11f3fd155c5664990b85b178b96a0b1406536,sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,provider-free/offenders-remaining-c4-v1/semantic-map-v2-recipe-v01,replay:sha256:5080069eda24d55fe6b244845ef57d856f747f23c0d66bfb4dda7c776ea18ddb,01 Homicide and related offences,2014–15,Persons(g),Offender rate(a)
